SSE_output_unit1,SSE_output_unit2,SSE_output_unit3,SSE_output_unit4,SSE_output_unit5,SSE_output_unit6,SSE_output_unit7,SSE_output_unit8
0.0920,0.1200,0.0601,0.0561,0.0799,0.1685,0.6468,0.0572
0.0919,0.1197,0.0600,0.0561,0.0799,0.1682,0.6456,0.0571
0.0917,0.1194,0.0600,0.0560,0.0799,0.1678,0.6444,0.0571
0.0916,0.1191,0.0599,0.0560,0.0798,0.1674,0.6432,0.0571
0.0914,0.1188,0.0598,0.0560,0.0798,0.1671,0.6421,0.0570
0.0912,0.1185,0.0598,0.0559,0.0798,0.1667,0.6409,0.0570
0.0911,0.1182,0.0597,0.0559,0.0798,0.1664,0.6396,0.0569
0.0909,0.1179,0.0596,0.0558,0.0798,0.1660,0.6384,0.0569
0.0908,0.1176,0.0596,0.0558,0.0798,0.1656,0.6372,0.0569
0.0906,0.1173,0.0595,0.0558,0.0798,0.1653,0.6360,0.0568
0.0905,0.1170,0.0594,0.0557,0.0798,0.1649,0.6348,0.0568
0.0903,0.1167,0.0594,0.0557,0.0798,0.1646,0.6336,0.0568
0.0902,0.1164,0.0593,0.0556,0.0798,0.1642,0.6323,0.0567
0.0900,0.1161,0.0592,0.0556,0.0798,0.1639,0.6311,0.0567
0.0899,0.1158,0.0592,0.0555,0.0798,0.1635,0.6298,0.0567
0.0897,0.1155,0.0591,0.0555,0.0797,0.1632,0.6286,0.0566
0.0896,0.1152,0.0590,0.0555,0.0797,0.1628,0.6273,0.0566
0.0894,0.1149,0.0590,0.0554,0.0797,0.1625,0.6261,0.0565
0.0893,0.1146,0.0589,0.0554,0.0797,0.1622,0.6248,0.0565
0.0892,0.1143,0.0588,0.0553,0.0797,0.1618,0.6235,0.0565
0.0890,0.1140,0.0588,0.0553,0.0797,0.1615,0.6223,0.0564
0.0889,0.1138,0.0587,0.0553,0.0797,0.1611,0.6210,0.0564
0.0887,0.1135,0.0587,0.0552,0.0797,0.1608,0.6197,0.0564
0.0886,0.1132,0.0586,0.0552,0.0797,0.1605,0.6184,0.0563
0.0885,0.1129,0.0585,0.0551,0.0797,0.1601,0.6171,0.0563
0.0883,0.1127,0.0585,0.0551,0.0797,0.1598,0.6158,0.0562
0.0882,0.1124,0.0584,0.0550,0.0797,0.1595,0.6145,0.0562
0.0881,0.1121,0.0584,0.0550,0.0797,0.1591,0.6132,0.0562
0.0879,0.1118,0.0583,0.0550,0.0797,0.1588,0.6119,0.0561
0.0878,0.1116,0.0583,0.0549,0.0797,0.1585,0.6106,0.0561
0.0877,0.1113,0.0582,0.0549,0.0797,0.1581,0.6093,0.0561
0.0875,0.1110,0.0581,0.0548,0.0797,0.1578,0.6080,0.0560
0.0874,0.1108,0.0581,0.0548,0.0797,0.1575,0.6067,0.0560
0.0873,0.1105,0.0580,0.0547,0.0797,0.1572,0.6053,0.0560
0.0871,0.1102,0.0580,0.0547,0.0797,0.1569,0.6040,0.0559
0.0870,0.1100,0.0579,0.0547,0.0797,0.1565,0.6026,0.0559
0.0869,0.1097,0.0579,0.0546,0.0797,0.1562,0.6013,0.0558
0.0868,0.1095,0.0578,0.0546,0.0797,0.1559,0.6000,0.0558
0.0866,0.1092,0.0578,0.0545,0.0797,0.1556,0.5986,0.0558
0.0865,0.1090,0.0577,0.0545,0.0797,0.1553,0.5972,0.0557
0.0864,0.1087,0.0577,0.0544,0.0797,0.1550,0.5959,0.0557
0.0863,0.1084,0.0576,0.0544,0.0797,0.1546,0.5945,0.0557
0.0862,0.1082,0.0576,0.0544,0.0797,0.1543,0.5931,0.0556
0.0860,0.1079,0.0575,0.0543,0.0797,0.1540,0.5918,0.0556
0.0859,0.1077,0.0575,0.0543,0.0797,0.1537,0.5904,0.0555
0.0858,0.1075,0.0574,0.0542,0.0797,0.1534,0.5890,0.0555
0.0857,0.1072,0.0574,0.0542,0.0797,0.1531,0.5876,0.0555
0.0856,0.1070,0.0573,0.0541,0.0797,0.1528,0.5862,0.0554
0.0855,0.1067,0.0573,0.0541,0.0797,0.1525,0.5848,0.0554
0.0853,0.1065,0.0572,0.0541,0.0797,0.1522,0.5834,0.0553
0.0852,0.1062,0.0572,0.0540,0.0797,0.1519,0.5820,0.0553
0.0851,0.1060,0.0571,0.0540,0.0797,0.1516,0.5806,0.0553
0.0850,0.1058,0.0571,0.0539,0.0797,0.1513,0.5792,0.0552
0.0849,0.1055,0.0570,0.0539,0.0797,0.1510,0.5778,0.0552
0.0848,0.1053,0.0570,0.0538,0.0798,0.1507,0.5764,0.0552
0.0847,0.1051,0.0569,0.0538,0.0798,0.1504,0.5750,0.0551
0.0846,0.1048,0.0569,0.0538,0.0798,0.1501,0.5735,0.0551
0.0844,0.1046,0.0568,0.0537,0.0798,0.1498,0.5721,0.0550
0.0843,0.1044,0.0568,0.0537,0.0798,0.1495,0.5707,0.0550
0.0842,0.1041,0.0568,0.0536,0.0798,0.1492,0.5692,0.0550
0.0841,0.1039,0.0567,0.0536,0.0798,0.1489,0.5678,0.0549
0.0840,0.1037,0.0567,0.0535,0.0798,0.1487,0.5664,0.0549
0.0839,0.1035,0.0566,0.0535,0.0798,0.1484,0.5649,0.0548
0.0838,0.1032,0.0566,0.0534,0.0798,0.1481,0.5635,0.0548
0.0837,0.1030,0.0565,0.0534,0.0798,0.1478,0.5620,0.0548
0.0836,0.1028,0.0565,0.0533,0.0798,0.1475,0.5606,0.0547
0.0835,0.1026,0.0565,0.0533,0.0798,0.1472,0.5591,0.0547
0.0834,0.1024,0.0564,0.0533,0.0798,0.1469,0.5576,0.0546
0.0833,0.1021,0.0564,0.0532,0.0798,0.1467,0.5562,0.0546
0.0832,0.1019,0.0563,0.0532,0.0798,0.1464,0.5547,0.0546
0.0831,0.1017,0.0563,0.0531,0.0798,0.1461,0.5532,0.0545
0.0830,0.1015,0.0563,0.0531,0.0798,0.1458,0.5517,0.0545
0.0829,0.1013,0.0562,0.0530,0.0798,0.1456,0.5503,0.0544
0.0828,0.1011,0.0562,0.0530,0.0798,0.1453,0.5488,0.0544
0.0827,0.1009,0.0561,0.0529,0.0798,0.1450,0.5473,0.0544
0.0826,0.1006,0.0561,0.0529,0.0798,0.1447,0.5458,0.0543
0.0825,0.1004,0.0561,0.0528,0.0798,0.1445,0.5443,0.0543
0.0824,0.1002,0.0560,0.0528,0.0799,0.1442,0.5428,0.0542
0.0823,0.1000,0.0560,0.0527,0.0799,0.1439,0.5413,0.0542
0.0822,0.0998,0.0560,0.0527,0.0799,0.1436,0.5398,0.0542
0.0821,0.0996,0.0559,0.0526,0.0799,0.1434,0.5383,0.0541
0.0820,0.0994,0.0559,0.0526,0.0799,0.1431,0.5368,0.0541
0.0819,0.0992,0.0558,0.0526,0.0799,0.1428,0.5353,0.0540
0.0818,0.0990,0.0558,0.0525,0.0799,0.1426,0.5338,0.0540
0.0817,0.0988,0.0558,0.0525,0.0799,0.1423,0.5323,0.0540
0.0817,0.0986,0.0557,0.0524,0.0799,0.1421,0.5308,0.0539
0.0816,0.0984,0.0557,0.0524,0.0799,0.1418,0.5293,0.0539
0.0815,0.0982,0.0557,0.0523,0.0799,0.1415,0.5278,0.0538
0.0814,0.0980,0.0556,0.0523,0.0799,0.1413,0.5262,0.0538
0.0813,0.0978,0.0556,0.0522,0.0799,0.1410,0.5247,0.0537
0.0812,0.0976,0.0556,0.0522,0.0799,0.1408,0.5232,0.0537
0.0811,0.0974,0.0555,0.0521,0.0799,0.1405,0.5217,0.0537
0.0810,0.0972,0.0555,0.0521,0.0799,0.1402,0.5202,0.0536
0.0809,0.0970,0.0555,0.0520,0.0799,0.1400,0.5186,0.0536
0.0808,0.0968,0.0554,0.0520,0.0799,0.1397,0.5171,0.0535
0.0808,0.0967,0.0554,0.0519,0.0799,0.1395,0.5156,0.0535
0.0807,0.0965,0.0554,0.0519,0.0799,0.1392,0.5140,0.0534
0.0806,0.0963,0.0553,0.0518,0.0799,0.1390,0.5125,0.0534
0.0805,0.0961,0.0553,0.0518,0.0799,0.1387,0.5110,0.0534
0.0804,0.0959,0.0553,0.0517,0.0799,0.1385,0.5094,0.0533
0.0803,0.0957,0.0552,0.0517,0.0799,0.1382,0.5079,0.0533
0.0802,0.0955,0.0552,0.0516,0.0799,0.1380,0.5063,0.0532
0.0801,0.0954,0.0552,0.0516,0.0799,0.1377,0.5048,0.0532
0.0801,0.0952,0.0552,0.0515,0.0799,0.1375,0.5032,0.0531
0.0800,0.0950,0.0551,0.0515,0.0799,0.1372,0.5017,0.0531
0.0799,0.0948,0.0551,0.0514,0.0799,0.1370,0.5002,0.0531
0.0798,0.0946,0.0551,0.0514,0.0799,0.1368,0.4986,0.0530
0.0797,0.0944,0.0550,0.0513,0.0799,0.1365,0.4971,0.0530
0.0796,0.0943,0.0550,0.0513,0.0799,0.1363,0.4955,0.0529
0.0796,0.0941,0.0550,0.0512,0.0799,0.1360,0.4940,0.0529
0.0795,0.0939,0.0549,0.0512,0.0798,0.1358,0.4924,0.0528
0.0794,0.0937,0.0549,0.0511,0.0798,0.1356,0.4909,0.0528
0.0793,0.0936,0.0549,0.0511,0.0798,0.1353,0.4893,0.0527
0.0792,0.0934,0.0549,0.0510,0.0798,0.1351,0.4878,0.0527
0.0791,0.0932,0.0548,0.0510,0.0798,0.1348,0.4862,0.0527
0.0791,0.0930,0.0548,0.0509,0.0798,0.1346,0.4847,0.0526
0.0790,0.0929,0.0548,0.0508,0.0798,0.1344,0.4831,0.0526
0.0789,0.0927,0.0548,0.0508,0.0798,0.1341,0.4816,0.0525
0.0788,0.0925,0.0547,0.0507,0.0798,0.1339,0.4800,0.0525
0.0787,0.0924,0.0547,0.0507,0.0798,0.1337,0.4784,0.0524
0.0787,0.0922,0.0547,0.0506,0.0798,0.1334,0.4769,0.0524
0.0786,0.0920,0.0546,0.0506,0.0798,0.1332,0.4753,0.0523
0.0785,0.0919,0.0546,0.0505,0.0798,0.1330,0.4738,0.0523
0.0784,0.0917,0.0546,0.0505,0.0797,0.1328,0.4722,0.0522
0.0783,0.0915,0.0546,0.0504,0.0797,0.1325,0.4707,0.0522
0.0783,0.0914,0.0545,0.0504,0.0797,0.1323,0.4691,0.0522
0.0782,0.0912,0.0545,0.0503,0.0797,0.1321,0.4676,0.0521
0.0781,0.0910,0.0545,0.0503,0.0797,0.1319,0.4660,0.0521
0.0780,0.0909,0.0545,0.0502,0.0797,0.1316,0.4645,0.0520
0.0780,0.0907,0.0544,0.0502,0.0797,0.1314,0.4629,0.0520
0.0779,0.0906,0.0544,0.0501,0.0797,0.1312,0.4614,0.0519
0.0778,0.0904,0.0544,0.0501,0.0796,0.1310,0.4598,0.0519
0.0777,0.0902,0.0544,0.0500,0.0796,0.1307,0.4583,0.0518
0.0776,0.0901,0.0543,0.0499,0.0796,0.1305,0.4567,0.0518
0.0776,0.0899,0.0543,0.0499,0.0796,0.1303,0.4552,0.0517
0.0775,0.0898,0.0543,0.0498,0.0796,0.1301,0.4536,0.0517
0.0774,0.0896,0.0543,0.0498,0.0796,0.1299,0.4521,0.0516
0.0773,0.0894,0.0542,0.0497,0.0795,0.1296,0.4505,0.0516
0.0773,0.0893,0.0542,0.0497,0.0795,0.1294,0.4490,0.0515
0.0772,0.0891,0.0542,0.0496,0.0795,0.1292,0.4474,0.0515
0.0771,0.0890,0.0542,0.0496,0.0795,0.1290,0.4459,0.0514
0.0770,0.0888,0.0541,0.0495,0.0795,0.1288,0.4443,0.0514
0.0770,0.0887,0.0541,0.0494,0.0794,0.1286,0.4428,0.0513
0.0769,0.0885,0.0541,0.0494,0.0794,0.1284,0.4413,0.0513
0.0768,0.0884,0.0541,0.0493,0.0794,0.1281,0.4397,0.0512
0.0767,0.0882,0.0540,0.0493,0.0794,0.1279,0.4382,0.0512
0.0766,0.0881,0.0540,0.0492,0.0794,0.1277,0.4367,0.0511
0.0766,0.0879,0.0540,0.0492,0.0793,0.1275,0.4351,0.0511
0.0765,0.0878,0.0540,0.0491,0.0793,0.1273,0.4336,0.0511
0.0764,0.0876,0.0539,0.0491,0.0793,0.1271,0.4321,0.0510
0.0763,0.0875,0.0539,0.0490,0.0793,0.1269,0.4305,0.0510
0.0763,0.0873,0.0539,0.0489,0.0792,0.1267,0.4290,0.0509
0.0762,0.0872,0.0539,0.0489,0.0792,0.1265,0.4275,0.0509
0.0761,0.0870,0.0539,0.0488,0.0792,0.1263,0.4260,0.0508
0.0760,0.0869,0.0538,0.0488,0.0792,0.1261,0.4244,0.0508
0.0760,0.0867,0.0538,0.0487,0.0791,0.1259,0.4229,0.0507
0.0759,0.0866,0.0538,0.0487,0.0791,0.1257,0.4214,0.0507
0.0758,0.0865,0.0538,0.0486,0.0791,0.1255,0.4199,0.0506
0.0757,0.0863,0.0537,0.0486,0.0790,0.1253,0.4184,0.0506
0.0757,0.0862,0.0537,0.0485,0.0790,0.1251,0.4169,0.0505
0.0756,0.0860,0.0537,0.0484,0.0790,0.1249,0.4153,0.0505
0.0755,0.0859,0.0537,0.0484,0.0789,0.1247,0.4138,0.0504
0.0754,0.0857,0.0536,0.0483,0.0789,0.1245,0.4123,0.0504
0.0754,0.0856,0.0536,0.0483,0.0789,0.1243,0.4108,0.0503
0.0753,0.0855,0.0536,0.0482,0.0788,0.1241,0.4093,0.0503
0.0752,0.0853,0.0536,0.0482,0.0788,0.1239,0.4078,0.0502
0.0751,0.0852,0.0535,0.0481,0.0788,0.1237,0.4063,0.0501
0.0751,0.0850,0.0535,0.0480,0.0787,0.1235,0.4049,0.0501
0.0750,0.0849,0.0535,0.0480,0.0787,0.1233,0.4034,0.0500
0.0749,0.0848,0.0535,0.0479,0.0787,0.1231,0.4019,0.0500
0.0748,0.0846,0.0535,0.0479,0.0786,0.1229,0.4004,0.0499
0.0748,0.0845,0.0534,0.0478,0.0786,0.1227,0.3989,0.0499
0.0747,0.0844,0.0534,0.0478,0.0786,0.1225,0.3974,0.0498
0.0746,0.0842,0.0534,0.0477,0.0785,0.1223,0.3960,0.0498
0.0745,0.0841,0.0534,0.0476,0.0785,0.1221,0.3945,0.0497
0.0745,0.0840,0.0533,0.0476,0.0784,0.1219,0.3930,0.0497
0.0744,0.0838,0.0533,0.0475,0.0784,0.1217,0.3916,0.0496
0.0743,0.0837,0.0533,0.0475,0.0784,0.1216,0.3901,0.0496
0.0743,0.0836,0.0533,0.0474,0.0783,0.1214,0.3886,0.0495
0.0742,0.0834,0.0532,0.0474,0.0783,0.1212,0.3872,0.0495
0.0741,0.0833,0.0532,0.0473,0.0782,0.1210,0.3857,0.0494
0.0740,0.0832,0.0532,0.0472,0.0782,0.1208,0.3843,0.0494
0.0740,0.0830,0.0532,0.0472,0.0781,0.1206,0.3828,0.0493
0.0739,0.0829,0.0532,0.0471,0.0781,0.1204,0.3814,0.0493
0.0738,0.0828,0.0531,0.0471,0.0780,0.1203,0.3800,0.0492
0.0737,0.0826,0.0531,0.0470,0.0780,0.1201,0.3785,0.0492
0.0737,0.0825,0.0531,0.0470,0.0780,0.1199,0.3771,0.0491
0.0736,0.0824,0.0531,0.0469,0.0779,0.1197,0.3757,0.0491
0.0735,0.0823,0.0530,0.0468,0.0779,0.1195,0.3742,0.0490
0.0734,0.0821,0.0530,0.0468,0.0778,0.1193,0.3728,0.0489
0.0734,0.0820,0.0530,0.0467,0.0778,0.1192,0.3714,0.0489
0.0733,0.0819,0.0530,0.0467,0.0777,0.1190,0.3700,0.0488
0.0732,0.0818,0.0529,0.0466,0.0777,0.1188,0.3686,0.0488
0.0731,0.0816,0.0529,0.0465,0.0776,0.1186,0.3672,0.0487
0.0731,0.0815,0.0529,0.0465,0.0775,0.1184,0.3658,0.0487
0.0730,0.0814,0.0529,0.0464,0.0775,0.1183,0.3643,0.0486
0.0729,0.0813,0.0528,0.0464,0.0774,0.1181,0.3630,0.0486
0.0728,0.0811,0.0528,0.0463,0.0774,0.1179,0.3616,0.0485
0.0728,0.0810,0.0528,0.0463,0.0773,0.1177,0.3602,0.0485
0.0727,0.0809,0.0528,0.0462,0.0773,0.1176,0.3588,0.0484
0.0726,0.0808,0.0527,0.0461,0.0772,0.1174,0.3574,0.0484
0.0725,0.0806,0.0527,0.0461,0.0772,0.1172,0.3560,0.0483
0.0725,0.0805,0.0527,0.0460,0.0771,0.1170,0.3547,0.0483
0.0724,0.0804,0.0527,0.0460,0.0771,0.1169,0.3533,0.0482
0.0723,0.0803,0.0526,0.0459,0.0770,0.1167,0.3519,0.0481
0.0722,0.0802,0.0526,0.0459,0.0769,0.1165,0.3506,0.0481
0.0722,0.0800,0.0526,0.0458,0.0769,0.1163,0.3492,0.0480
0.0721,0.0799,0.0526,0.0457,0.0768,0.1162,0.3479,0.0480
0.0720,0.0798,0.0525,0.0457,0.0768,0.1160,0.3465,0.0479
0.0719,0.0797,0.0525,0.0456,0.0767,0.1158,0.3452,0.0479
0.0719,0.0796,0.0525,0.0456,0.0766,0.1157,0.3438,0.0478
0.0718,0.0794,0.0525,0.0455,0.0766,0.1155,0.3425,0.0478
0.0717,0.0793,0.0524,0.0454,0.0765,0.1153,0.3412,0.0477
0.0716,0.0792,0.0524,0.0454,0.0764,0.1152,0.3398,0.0477
0.0716,0.0791,0.0524,0.0453,0.0764,0.1150,0.3385,0.0476
0.0715,0.0790,0.0524,0.0453,0.0763,0.1148,0.3372,0.0475
0.0714,0.0789,0.0523,0.0452,0.0763,0.1146,0.3359,0.0475
0.0713,0.0787,0.0523,0.0452,0.0762,0.1145,0.3346,0.0474
0.0713,0.0786,0.0523,0.0451,0.0761,0.1143,0.3332,0.0474
0.0712,0.0785,0.0523,0.0450,0.0761,0.1142,0.3319,0.0473
0.0711,0.0784,0.0522,0.0450,0.0760,0.1140,0.3307,0.0473
0.0710,0.0783,0.0522,0.0449,0.0759,0.1138,0.3294,0.0472
0.0710,0.0782,0.0522,0.0449,0.0759,0.1137,0.3281,0.0472
0.0709,0.0780,0.0522,0.0448,0.0758,0.1135,0.3268,0.0471
0.0708,0.0779,0.0521,0.0448,0.0757,0.1133,0.3255,0.0471
0.0707,0.0778,0.0521,0.0447,0.0756,0.1132,0.3242,0.0470
0.0707,0.0777,0.0521,0.0446,0.0756,0.1130,0.3230,0.0469
0.0706,0.0776,0.0521,0.0446,0.0755,0.1129,0.3217,0.0469
0.0705,0.0775,0.0520,0.0445,0.0754,0.1127,0.3204,0.0468
0.0704,0.0774,0.0520,0.0445,0.0754,0.1125,0.3192,0.0468
0.0704,0.0773,0.0520,0.0444,0.0753,0.1124,0.3179,0.0467
0.0703,0.0771,0.0520,0.0444,0.0752,0.1122,0.3167,0.0467
0.0702,0.0770,0.0519,0.0443,0.0751,0.1121,0.3154,0.0466
0.0701,0.0769,0.0519,0.0442,0.0751,0.1119,0.3142,0.0466
0.0701,0.0768,0.0519,0.0442,0.0750,0.1117,0.3130,0.0465
0.0700,0.0767,0.0518,0.0441,0.0749,0.1116,0.3117,0.0464
0.0699,0.0766,0.0518,0.0441,0.0748,0.1114,0.3105,0.0464
0.0698,0.0765,0.0518,0.0440,0.0748,0.1113,0.3093,0.0463
0.0697,0.0764,0.0518,0.0440,0.0747,0.1111,0.3081,0.0463
0.0697,0.0763,0.0517,0.0439,0.0746,0.1110,0.3069,0.0462
0.0696,0.0762,0.0517,0.0438,0.0745,0.1108,0.3056,0.0462
0.0695,0.0760,0.0517,0.0438,0.0745,0.1106,0.3044,0.0461
0.0694,0.0759,0.0517,0.0437,0.0744,0.1105,0.3032,0.0461
0.0694,0.0758,0.0516,0.0437,0.0743,0.1103,0.3021,0.0460
0.0693,0.0757,0.0516,0.0436,0.0742,0.1102,0.3009,0.0459
0.0692,0.0756,0.0516,0.0436,0.0742,0.1100,0.2997,0.0459
0.0691,0.0755,0.0515,0.0435,0.0741,0.1099,0.2985,0.0458
0.0691,0.0754,0.0515,0.0434,0.0740,0.1097,0.2973,0.0458
0.0690,0.0753,0.0515,0.0434,0.0739,0.1096,0.2962,0.0457
0.0689,0.0752,0.0515,0.0433,0.0738,0.1094,0.2950,0.0457
0.0688,0.0751,0.0514,0.0433,0.0738,0.1093,0.2938,0.0456
0.0688,0.0750,0.0514,0.0432,0.0737,0.1091,0.2927,0.0456
0.0687,0.0749,0.0514,0.0432,0.0736,0.1090,0.2915,0.0455
0.0686,0.0748,0.0513,0.0431,0.0735,0.1088,0.2904,0.0454
0.0685,0.0747,0.0513,0.0430,0.0734,0.1087,0.2892,0.0454
0.0685,0.0746,0.0513,0.0430,0.0733,0.1085,0.2881,0.0453
0.0684,0.0745,0.0513,0.0429,0.0733,0.1084,0.2870,0.0453
0.0683,0.0743,0.0512,0.0429,0.0732,0.1082,0.2858,0.0452
0.0682,0.0742,0.0512,0.0428,0.0731,0.1081,0.2847,0.0452
0.0682,0.0741,0.0512,0.0428,0.0730,0.1079,0.2836,0.0451
0.0681,0.0740,0.0511,0.0427,0.0729,0.1078,0.2825,0.0450
0.0680,0.0739,0.0511,0.0427,0.0728,0.1076,0.2814,0.0450
0.0679,0.0738,0.0511,0.0426,0.0728,0.1075,0.2803,0.0449
0.0678,0.0737,0.0511,0.0425,0.0727,0.1074,0.2792,0.0449
0.0678,0.0736,0.0510,0.0425,0.0726,0.1072,0.2781,0.0448
0.0677,0.0735,0.0510,0.0424,0.0725,0.1071,0.2770,0.0448
0.0676,0.0734,0.0510,0.0424,0.0724,0.1069,0.2759,0.0447
0.0675,0.0733,0.0509,0.0423,0.0723,0.1068,0.2748,0.0447
0.0675,0.0732,0.0509,0.0423,0.0722,0.1066,0.2737,0.0446
0.0674,0.0731,0.0509,0.0422,0.0721,0.1065,0.2727,0.0445
0.0673,0.0730,0.0508,0.0422,0.0721,0.1064,0.2716,0.0445
0.0672,0.0729,0.0508,0.0421,0.0720,0.1062,0.2705,0.0444
0.0672,0.0728,0.0508,0.0420,0.0719,0.1061,0.2695,0.0444
0.0671,0.0727,0.0507,0.0420,0.0718,0.1059,0.2684,0.0443
0.0670,0.0726,0.0507,0.0419,0.0717,0.1058,0.2674,0.0443
0.0669,0.0725,0.0507,0.0419,0.0716,0.1056,0.2663,0.0442
0.0669,0.0724,0.0507,0.0418,0.0715,0.1055,0.2653,0.0442
0.0668,0.0723,0.0506,0.0418,0.0714,0.1054,0.2642,0.0441
0.0667,0.0722,0.0506,0.0417,0.0713,0.1052,0.2632,0.0440
0.0666,0.0721,0.0506,0.0417,0.0713,0.1051,0.2622,0.0440
0.0665,0.0720,0.0505,0.0416,0.0712,0.1049,0.2612,0.0439
0.0665,0.0719,0.0505,0.0416,0.0711,0.1048,0.2602,0.0439
0.0664,0.0718,0.0505,0.0415,0.0710,0.1047,0.2591,0.0438
0.0663,0.0717,0.0504,0.0414,0.0709,0.1045,0.2581,0.0438
0.0662,0.0716,0.0504,0.0414,0.0708,0.1044,0.2571,0.0437
0.0662,0.0715,0.0504,0.0413,0.0707,0.1043,0.2561,0.0437
0.0661,0.0714,0.0503,0.0413,0.0706,0.1041,0.2551,0.0436
0.0660,0.0713,0.0503,0.0412,0.0705,0.1040,0.2541,0.0435
0.0659,0.0712,0.0503,0.0412,0.0704,0.1039,0.2532,0.0435
0.0659,0.0712,0.0502,0.0411,0.0703,0.1037,0.2522,0.0434
0.0658,0.0711,0.0502,0.0411,0.0702,0.1036,0.2512,0.0434
0.0657,0.0710,0.0502,0.0410,0.0701,0.1034,0.2502,0.0433
0.0656,0.0709,0.0501,0.0410,0.0701,0.1033,0.2493,0.0433
0.0656,0.0708,0.0501,0.0409,0.0700,0.1032,0.2483,0.0432
0.0655,0.0707,0.0501,0.0408,0.0699,0.1030,0.2473,0.0432
0.0654,0.0706,0.0501,0.0408,0.0698,0.1029,0.2464,0.0431
0.0653,0.0705,0.0500,0.0407,0.0697,0.1028,0.2454,0.0431
0.0652,0.0704,0.0500,0.0407,0.0696,0.1027,0.2445,0.0430
0.0652,0.0703,0.0500,0.0406,0.0695,0.1025,0.2436,0.0429
0.0651,0.0702,0.0499,0.0406,0.0694,0.1024,0.2426,0.0429
0.0650,0.0701,0.0499,0.0405,0.0693,0.1023,0.2417,0.0428
0.0649,0.0700,0.0499,0.0405,0.0692,0.1021,0.2408,0.0428
0.0649,0.0699,0.0498,0.0404,0.0691,0.1020,0.2398,0.0427
0.0648,0.0698,0.0498,0.0404,0.0690,0.1019,0.2389,0.0427
0.0647,0.0697,0.0498,0.0403,0.0689,0.1017,0.2380,0.0426
0.0646,0.0696,0.0497,0.0403,0.0688,0.1016,0.2371,0.0426
0.0646,0.0695,0.0497,0.0402,0.0687,0.1015,0.2362,0.0425
0.0645,0.0695,0.0497,0.0402,0.0686,0.1013,0.2353,0.0424
0.0644,0.0694,0.0496,0.0401,0.0685,0.1012,0.2344,0.0424
0.0643,0.0693,0.0496,0.0401,0.0684,0.1011,0.2335,0.0423
0.0643,0.0692,0.0496,0.0400,0.0683,0.1010,0.2326,0.0423
0.0642,0.0691,0.0495,0.0400,0.0682,0.1008,0.2317,0.0422
0.0641,0.0690,0.0495,0.0399,0.0682,0.1007,0.2308,0.0422
0.0640,0.0689,0.0495,0.0399,0.0681,0.1006,0.2299,0.0421
0.0640,0.0688,0.0494,0.0398,0.0680,0.1005,0.2291,0.0421
0.0639,0.0687,0.0494,0.0397,0.0679,0.1003,0.2282,0.0420
0.0638,0.0686,0.0494,0.0397,0.0678,0.1002,0.2273,0.0420
0.0637,0.0685,0.0493,0.0396,0.0677,0.1001,0.2265,0.0419
0.0637,0.0685,0.0493,0.0396,0.0676,0.0999,0.2256,0.0419
0.0636,0.0684,0.0492,0.0395,0.0675,0.0998,0.2248,0.0418
0.0635,0.0683,0.0492,0.0395,0.0674,0.0997,0.2239,0.0417
0.0634,0.0682,0.0492,0.0394,0.0673,0.0996,0.2231,0.0417
0.0634,0.0681,0.0491,0.0394,0.0672,0.0994,0.2222,0.0416
0.0633,0.0680,0.0491,0.0393,0.0671,0.0993,0.2214,0.0416
0.0632,0.0679,0.0491,0.0393,0.0670,0.0992,0.2206,0.0415
0.0631,0.0678,0.0490,0.0392,0.0669,0.0991,0.2197,0.0415
0.0631,0.0677,0.0490,0.0392,0.0668,0.0990,0.2189,0.0414
0.0630,0.0677,0.0490,0.0391,0.0667,0.0988,0.2181,0.0414
0.0629,0.0676,0.0489,0.0391,0.0666,0.0987,0.2173,0.0413
0.0628,0.0675,0.0489,0.0390,0.0665,0.0986,0.2165,0.0413
0.0628,0.0674,0.0489,0.0390,0.0664,0.0985,0.2157,0.0412
0.0627,0.0673,0.0488,0.0389,0.0663,0.0983,0.2149,0.0412
0.0626,0.0672,0.0488,0.0389,0.0662,0.0982,0.2141,0.0411
0.0625,0.0671,0.0488,0.0388,0.0661,0.0981,0.2133,0.0410
0.0625,0.0670,0.0487,0.0388,0.0660,0.0980,0.2125,0.0410
0.0624,0.0670,0.0487,0.0387,0.0659,0.0979,0.2117,0.0409
0.0623,0.0669,0.0487,0.0387,0.0658,0.0977,0.2109,0.0409
0.0622,0.0668,0.0486,0.0386,0.0657,0.0976,0.2101,0.0408
0.0622,0.0667,0.0486,0.0386,0.0656,0.0975,0.2093,0.0408
0.0621,0.0666,0.0485,0.0385,0.0655,0.0974,0.2086,0.0407
0.0620,0.0665,0.0485,0.0385,0.0654,0.0973,0.2078,0.0407
0.0619,0.0664,0.0485,0.0384,0.0653,0.0971,0.2070,0.0406
0.0619,0.0663,0.0484,0.0384,0.0652,0.0970,0.2063,0.0406
0.0618,0.0663,0.0484,0.0383,0.0651,0.0969,0.2055,0.0405
0.0617,0.0662,0.0484,0.0383,0.0650,0.0968,0.2048,0.0405
0.0616,0.0661,0.0483,0.0382,0.0649,0.0967,0.2040,0.0404
0.0616,0.0660,0.0483,0.0382,0.0648,0.0966,0.2033,0.0404
0.0615,0.0659,0.0483,0.0381,0.0647,0.0964,0.2025,0.0403
