SSE_output_unit1,SSE_output_unit2,SSE_output_unit3,SSE_output_unit4,SSE_output_unit5,SSE_output_unit6,SSE_output_unit7,SSE_output_unit8
0.0130,0.0133,0.0125,0.0084,0.0102,0.0226,0.0118,0.0086
0.0130,0.0133,0.0125,0.0084,0.0102,0.0226,0.0118,0.0086
0.0130,0.0133,0.0125,0.0084,0.0102,0.0226,0.0118,0.0086
0.0130,0.0133,0.0125,0.0084,0.0102,0.0226,0.0118,0.0086
0.0130,0.0133,0.0125,0.0083,0.0101,0.0226,0.0118,0.0086
0.0130,0.0133,0.0125,0.0083,0.0101,0.0226,0.0118,0.0086
0.0130,0.0133,0.0125,0.0083,0.0101,0.0226,0.0118,0.0086
0.0130,0.0133,0.0125,0.0083,0.0101,0.0225,0.0118,0.0086
0.0129,0.0133,0.0125,0.0083,0.0101,0.0225,0.0118,0.0086
0.0129,0.0133,0.0125,0.0083,0.0101,0.0225,0.0118,0.0086
0.0129,0.0133,0.0125,0.0083,0.0101,0.0225,0.0118,0.0086
0.0129,0.0133,0.0125,0.0083,0.0101,0.0225,0.0117,0.0086
0.0129,0.0133,0.0125,0.0083,0.0101,0.0225,0.0117,0.0086
0.0129,0.0133,0.0125,0.0083,0.0101,0.0225,0.0117,0.0086
0.0129,0.0133,0.0125,0.0083,0.0101,0.0225,0.0117,0.0085
0.0129,0.0132,0.0125,0.0083,0.0101,0.0225,0.0117,0.0085
0.0129,0.0132,0.0125,0.0083,0.0101,0.0225,0.0117,0.0085
0.0129,0.0132,0.0125,0.0083,0.0101,0.0225,0.0117,0.0085
0.0129,0.0132,0.0125,0.0083,0.0101,0.0225,0.0117,0.0085
0.0129,0.0132,0.0125,0.0083,0.0101,0.0225,0.0117,0.0085
0.0129,0.0132,0.0124,0.0083,0.0101,0.0224,0.0117,0.0085
0.0129,0.0132,0.0124,0.0083,0.0101,0.0224,0.0117,0.0085
0.0129,0.0132,0.0124,0.0083,0.0101,0.0224,0.0117,0.0085
0.0129,0.0132,0.0124,0.0083,0.0101,0.0224,0.0117,0.0085
0.0129,0.0132,0.0124,0.0083,0.0101,0.0224,0.0117,0.0085
0.0129,0.0132,0.0124,0.0083,0.0101,0.0224,0.0117,0.0085
0.0129,0.0132,0.0124,0.0083,0.0101,0.0224,0.0117,0.0085
0.0129,0.0132,0.0124,0.0083,0.0101,0.0224,0.0117,0.0085
0.0129,0.0132,0.0124,0.0083,0.0101,0.0224,0.0117,0.0085
0.0129,0.0132,0.0124,0.0083,0.0101,0.0224,0.0117,0.0085
0.0128,0.0132,0.0124,0.0083,0.0101,0.0224,0.0117,0.0085
0.0128,0.0132,0.0124,0.0083,0.0101,0.0224,0.0116,0.0085
0.0128,0.0132,0.0124,0.0083,0.0100,0.0224,0.0116,0.0085
0.0128,0.0132,0.0124,0.0083,0.0100,0.0223,0.0116,0.0085
0.0128,0.0132,0.0124,0.0083,0.0100,0.0223,0.0116,0.0085
0.0128,0.0132,0.0124,0.0083,0.0100,0.0223,0.0116,0.0085
0.0128,0.0132,0.0124,0.0083,0.0100,0.0223,0.0116,0.0085
0.0128,0.0131,0.0124,0.0083,0.0100,0.0223,0.0116,0.0085
0.0128,0.0131,0.0124,0.0083,0.0100,0.0223,0.0116,0.0085
0.0128,0.0131,0.0124,0.0082,0.0100,0.0223,0.0116,0.0085
0.0128,0.0131,0.0124,0.0082,0.0100,0.0223,0.0116,0.0085
0.0128,0.0131,0.0124,0.0082,0.0100,0.0223,0.0116,0.0085
0.0128,0.0131,0.0124,0.0082,0.0100,0.0223,0.0116,0.0085
0.0128,0.0131,0.0124,0.0082,0.0100,0.0223,0.0116,0.0085
0.0128,0.0131,0.0124,0.0082,0.0100,0.0223,0.0116,0.0085
0.0128,0.0131,0.0123,0.0082,0.0100,0.0223,0.0116,0.0085
0.0128,0.0131,0.0123,0.0082,0.0100,0.0223,0.0116,0.0085
0.0128,0.0131,0.0123,0.0082,0.0100,0.0222,0.0116,0.0085
0.0128,0.0131,0.0123,0.0082,0.0100,0.0222,0.0116,0.0085
0.0128,0.0131,0.0123,0.0082,0.0100,0.0222,0.0116,0.0084
0.0128,0.0131,0.0123,0.0082,0.0100,0.0222,0.0116,0.0084
0.0128,0.0131,0.0123,0.0082,0.0100,0.0222,0.0115,0.0084
0.0128,0.0131,0.0123,0.0082,0.0100,0.0222,0.0115,0.0084
0.0127,0.0131,0.0123,0.0082,0.0100,0.0222,0.0115,0.0084
0.0127,0.0131,0.0123,0.0082,0.0100,0.0222,0.0115,0.0084
0.0127,0.0131,0.0123,0.0082,0.0100,0.0222,0.0115,0.0084
0.0127,0.0131,0.0123,0.0082,0.0100,0.0222,0.0115,0.0084
0.0127,0.0131,0.0123,0.0082,0.0100,0.0222,0.0115,0.0084
0.0127,0.0130,0.0123,0.0082,0.0100,0.0222,0.0115,0.0084
0.0127,0.0130,0.0123,0.0082,0.0099,0.0222,0.0115,0.0084
0.0127,0.0130,0.0123,0.0082,0.0099,0.0221,0.0115,0.0084
0.0127,0.0130,0.0123,0.0082,0.0099,0.0221,0.0115,0.0084
0.0127,0.0130,0.0123,0.0082,0.0099,0.0221,0.0115,0.0084
0.0127,0.0130,0.0123,0.0082,0.0099,0.0221,0.0115,0.0084
0.0127,0.0130,0.0123,0.0082,0.0099,0.0221,0.0115,0.0084
0.0127,0.0130,0.0123,0.0082,0.0099,0.0221,0.0115,0.0084
0.0127,0.0130,0.0123,0.0082,0.0099,0.0221,0.0115,0.0084
0.0127,0.0130,0.0123,0.0082,0.0099,0.0221,0.0115,0.0084
0.0127,0.0130,0.0123,0.0082,0.0099,0.0221,0.0115,0.0084
0.0127,0.0130,0.0122,0.0082,0.0099,0.0221,0.0115,0.0084
0.0127,0.0130,0.0122,0.0082,0.0099,0.0221,0.0115,0.0084
0.0127,0.0130,0.0122,0.0082,0.0099,0.0221,0.0114,0.0084
0.0127,0.0130,0.0122,0.0082,0.0099,0.0221,0.0114,0.0084
0.0127,0.0130,0.0122,0.0082,0.0099,0.0221,0.0114,0.0084
0.0127,0.0130,0.0122,0.0082,0.0099,0.0220,0.0114,0.0084
0.0127,0.0130,0.0122,0.0081,0.0099,0.0220,0.0114,0.0084
0.0126,0.0130,0.0122,0.0081,0.0099,0.0220,0.0114,0.0084
0.0126,0.0130,0.0122,0.0081,0.0099,0.0220,0.0114,0.0084
0.0126,0.0130,0.0122,0.0081,0.0099,0.0220,0.0114,0.0084
0.0126,0.0130,0.0122,0.0081,0.0099,0.0220,0.0114,0.0084
0.0126,0.0129,0.0122,0.0081,0.0099,0.0220,0.0114,0.0084
0.0126,0.0129,0.0122,0.0081,0.0099,0.0220,0.0114,0.0084
0.0126,0.0129,0.0122,0.0081,0.0099,0.0220,0.0114,0.0084
0.0126,0.0129,0.0122,0.0081,0.0099,0.0220,0.0114,0.0084
0.0126,0.0129,0.0122,0.0081,0.0099,0.0220,0.0114,0.0084
0.0126,0.0129,0.0122,0.0081,0.0099,0.0220,0.0114,0.0083
0.0126,0.0129,0.0122,0.0081,0.0099,0.0220,0.0114,0.0083
0.0126,0.0129,0.0122,0.0081,0.0099,0.0220,0.0114,0.0083
0.0126,0.0129,0.0122,0.0081,0.0098,0.0219,0.0114,0.0083
0.0126,0.0129,0.0122,0.0081,0.0098,0.0219,0.0114,0.0083
0.0126,0.0129,0.0122,0.0081,0.0098,0.0219,0.0114,0.0083
0.0126,0.0129,0.0122,0.0081,0.0098,0.0219,0.0113,0.0083
0.0126,0.0129,0.0122,0.0081,0.0098,0.0219,0.0113,0.0083
0.0126,0.0129,0.0122,0.0081,0.0098,0.0219,0.0113,0.0083
0.0126,0.0129,0.0121,0.0081,0.0098,0.0219,0.0113,0.0083
0.0126,0.0129,0.0121,0.0081,0.0098,0.0219,0.0113,0.0083
0.0126,0.0129,0.0121,0.0081,0.0098,0.0219,0.0113,0.0083
0.0126,0.0129,0.0121,0.0081,0.0098,0.0219,0.0113,0.0083
0.0126,0.0129,0.0121,0.0081,0.0098,0.0219,0.0113,0.0083
0.0125,0.0129,0.0121,0.0081,0.0098,0.0219,0.0113,0.0083
0.0125,0.0129,0.0121,0.0081,0.0098,0.0219,0.0113,0.0083
0.0125,0.0129,0.0121,0.0081,0.0098,0.0218,0.0113,0.0083
0.0125,0.0129,0.0121,0.0081,0.0098,0.0218,0.0113,0.0083
0.0125,0.0128,0.0121,0.0081,0.0098,0.0218,0.0113,0.0083
0.0125,0.0128,0.0121,0.0081,0.0098,0.0218,0.0113,0.0083
0.0125,0.0128,0.0121,0.0081,0.0098,0.0218,0.0113,0.0083
0.0125,0.0128,0.0121,0.0081,0.0098,0.0218,0.0113,0.0083
0.0125,0.0128,0.0121,0.0081,0.0098,0.0218,0.0113,0.0083
0.0125,0.0128,0.0121,0.0081,0.0098,0.0218,0.0113,0.0083
0.0125,0.0128,0.0121,0.0081,0.0098,0.0218,0.0113,0.0083
0.0125,0.0128,0.0121,0.0081,0.0098,0.0218,0.0113,0.0083
0.0125,0.0128,0.0121,0.0081,0.0098,0.0218,0.0113,0.0083
0.0125,0.0128,0.0121,0.0081,0.0098,0.0218,0.0112,0.0083
0.0125,0.0128,0.0121,0.0080,0.0098,0.0218,0.0112,0.0083
0.0125,0.0128,0.0121,0.0080,0.0098,0.0218,0.0112,0.0083
0.0125,0.0128,0.0121,0.0080,0.0098,0.0217,0.0112,0.0083
0.0125,0.0128,0.0121,0.0080,0.0097,0.0217,0.0112,0.0083
0.0125,0.0128,0.0121,0.0080,0.0097,0.0217,0.0112,0.0083
0.0125,0.0128,0.0121,0.0080,0.0097,0.0217,0.0112,0.0083
0.0125,0.0128,0.0120,0.0080,0.0097,0.0217,0.0112,0.0083
0.0125,0.0128,0.0120,0.0080,0.0097,0.0217,0.0112,0.0083
0.0125,0.0128,0.0120,0.0080,0.0097,0.0217,0.0112,0.0083
0.0125,0.0128,0.0120,0.0080,0.0097,0.0217,0.0112,0.0082
0.0124,0.0128,0.0120,0.0080,0.0097,0.0217,0.0112,0.0082
0.0124,0.0128,0.0120,0.0080,0.0097,0.0217,0.0112,0.0082
0.0124,0.0127,0.0120,0.0080,0.0097,0.0217,0.0112,0.0082
0.0124,0.0127,0.0120,0.0080,0.0097,0.0217,0.0112,0.0082
0.0124,0.0127,0.0120,0.0080,0.0097,0.0217,0.0112,0.0082
0.0124,0.0127,0.0120,0.0080,0.0097,0.0217,0.0112,0.0082
0.0124,0.0127,0.0120,0.0080,0.0097,0.0217,0.0112,0.0082
0.0124,0.0127,0.0120,0.0080,0.0097,0.0216,0.0112,0.0082
0.0124,0.0127,0.0120,0.0080,0.0097,0.0216,0.0112,0.0082
0.0124,0.0127,0.0120,0.0080,0.0097,0.0216,0.0112,0.0082
0.0124,0.0127,0.0120,0.0080,0.0097,0.0216,0.0111,0.0082
0.0124,0.0127,0.0120,0.0080,0.0097,0.0216,0.0111,0.0082
0.0124,0.0127,0.0120,0.0080,0.0097,0.0216,0.0111,0.0082
0.0124,0.0127,0.0120,0.0080,0.0097,0.0216,0.0111,0.0082
0.0124,0.0127,0.0120,0.0080,0.0097,0.0216,0.0111,0.0082
0.0124,0.0127,0.0120,0.0080,0.0097,0.0216,0.0111,0.0082
0.0124,0.0127,0.0120,0.0080,0.0097,0.0216,0.0111,0.0082
0.0124,0.0127,0.0120,0.0080,0.0097,0.0216,0.0111,0.0082
0.0124,0.0127,0.0120,0.0080,0.0097,0.0216,0.0111,0.0082
0.0124,0.0127,0.0120,0.0080,0.0097,0.0216,0.0111,0.0082
0.0124,0.0127,0.0120,0.0080,0.0097,0.0216,0.0111,0.0082
0.0124,0.0127,0.0120,0.0080,0.0097,0.0215,0.0111,0.0082
0.0124,0.0127,0.0119,0.0080,0.0097,0.0215,0.0111,0.0082
0.0124,0.0127,0.0119,0.0080,0.0096,0.0215,0.0111,0.0082
0.0123,0.0127,0.0119,0.0080,0.0096,0.0215,0.0111,0.0082
0.0123,0.0126,0.0119,0.0080,0.0096,0.0215,0.0111,0.0082
0.0123,0.0126,0.0119,0.0080,0.0096,0.0215,0.0111,0.0082
0.0123,0.0126,0.0119,0.0080,0.0096,0.0215,0.0111,0.0082
0.0123,0.0126,0.0119,0.0079,0.0096,0.0215,0.0111,0.0082
0.0123,0.0126,0.0119,0.0079,0.0096,0.0215,0.0111,0.0082
0.0123,0.0126,0.0119,0.0079,0.0096,0.0215,0.0111,0.0082
0.0123,0.0126,0.0119,0.0079,0.0096,0.0215,0.0111,0.0082
0.0123,0.0126,0.0119,0.0079,0.0096,0.0215,0.0110,0.0082
0.0123,0.0126,0.0119,0.0079,0.0096,0.0215,0.0110,0.0082
0.0123,0.0126,0.0119,0.0079,0.0096,0.0215,0.0110,0.0082
0.0123,0.0126,0.0119,0.0079,0.0096,0.0214,0.0110,0.0082
0.0123,0.0126,0.0119,0.0079,0.0096,0.0214,0.0110,0.0082
0.0123,0.0126,0.0119,0.0079,0.0096,0.0214,0.0110,0.0081
0.0123,0.0126,0.0119,0.0079,0.0096,0.0214,0.0110,0.0081
0.0123,0.0126,0.0119,0.0079,0.0096,0.0214,0.0110,0.0081
0.0123,0.0126,0.0119,0.0079,0.0096,0.0214,0.0110,0.0081
0.0123,0.0126,0.0119,0.0079,0.0096,0.0214,0.0110,0.0081
0.0123,0.0126,0.0119,0.0079,0.0096,0.0214,0.0110,0.0081
0.0123,0.0126,0.0119,0.0079,0.0096,0.0214,0.0110,0.0081
0.0123,0.0126,0.0119,0.0079,0.0096,0.0214,0.0110,0.0081
0.0123,0.0126,0.0119,0.0079,0.0096,0.0214,0.0110,0.0081
0.0123,0.0126,0.0119,0.0079,0.0096,0.0214,0.0110,0.0081
0.0123,0.0126,0.0119,0.0079,0.0096,0.0214,0.0110,0.0081
0.0122,0.0126,0.0118,0.0079,0.0096,0.0214,0.0110,0.0081
0.0122,0.0125,0.0118,0.0079,0.0096,0.0214,0.0110,0.0081
0.0122,0.0125,0.0118,0.0079,0.0096,0.0213,0.0110,0.0081
0.0122,0.0125,0.0118,0.0079,0.0096,0.0213,0.0110,0.0081
0.0122,0.0125,0.0118,0.0079,0.0096,0.0213,0.0110,0.0081
0.0122,0.0125,0.0118,0.0079,0.0095,0.0213,0.0110,0.0081
0.0122,0.0125,0.0118,0.0079,0.0095,0.0213,0.0109,0.0081
0.0122,0.0125,0.0118,0.0079,0.0095,0.0213,0.0109,0.0081
0.0122,0.0125,0.0118,0.0079,0.0095,0.0213,0.0109,0.0081
0.0122,0.0125,0.0118,0.0079,0.0095,0.0213,0.0109,0.0081
0.0122,0.0125,0.0118,0.0079,0.0095,0.0213,0.0109,0.0081
0.0122,0.0125,0.0118,0.0079,0.0095,0.0213,0.0109,0.0081
0.0122,0.0125,0.0118,0.0079,0.0095,0.0213,0.0109,0.0081
0.0122,0.0125,0.0118,0.0079,0.0095,0.0213,0.0109,0.0081
0.0122,0.0125,0.0118,0.0079,0.0095,0.0213,0.0109,0.0081
0.0122,0.0125,0.0118,0.0079,0.0095,0.0213,0.0109,0.0081
0.0122,0.0125,0.0118,0.0079,0.0095,0.0212,0.0109,0.0081
0.0122,0.0125,0.0118,0.0079,0.0095,0.0212,0.0109,0.0081
0.0122,0.0125,0.0118,0.0079,0.0095,0.0212,0.0109,0.0081
0.0122,0.0125,0.0118,0.0078,0.0095,0.0212,0.0109,0.0081
0.0122,0.0125,0.0118,0.0078,0.0095,0.0212,0.0109,0.0081
0.0122,0.0125,0.0118,0.0078,0.0095,0.0212,0.0109,0.0081
0.0122,0.0125,0.0118,0.0078,0.0095,0.0212,0.0109,0.0081
0.0122,0.0125,0.0118,0.0078,0.0095,0.0212,0.0109,0.0081
0.0122,0.0124,0.0118,0.0078,0.0095,0.0212,0.0109,0.0081
0.0121,0.0124,0.0118,0.0078,0.0095,0.0212,0.0109,0.0081
0.0121,0.0124,0.0118,0.0078,0.0095,0.0212,0.0109,0.0081
0.0121,0.0124,0.0117,0.0078,0.0095,0.0212,0.0109,0.0080
0.0121,0.0124,0.0117,0.0078,0.0095,0.0212,0.0108,0.0080
0.0121,0.0124,0.0117,0.0078,0.0095,0.0212,0.0108,0.0080
0.0121,0.0124,0.0117,0.0078,0.0095,0.0212,0.0108,0.0080
0.0121,0.0124,0.0117,0.0078,0.0095,0.0211,0.0108,0.0080
0.0121,0.0124,0.0117,0.0078,0.0095,0.0211,0.0108,0.0080
0.0121,0.0124,0.0117,0.0078,0.0095,0.0211,0.0108,0.0080
0.0121,0.0124,0.0117,0.0078,0.0095,0.0211,0.0108,0.0080
0.0121,0.0124,0.0117,0.0078,0.0095,0.0211,0.0108,0.0080
0.0121,0.0124,0.0117,0.0078,0.0094,0.0211,0.0108,0.0080
0.0121,0.0124,0.0117,0.0078,0.0094,0.0211,0.0108,0.0080
0.0121,0.0124,0.0117,0.0078,0.0094,0.0211,0.0108,0.0080
0.0121,0.0124,0.0117,0.0078,0.0094,0.0211,0.0108,0.0080
0.0121,0.0124,0.0117,0.0078,0.0094,0.0211,0.0108,0.0080
0.0121,0.0124,0.0117,0.0078,0.0094,0.0211,0.0108,0.0080
0.0121,0.0124,0.0117,0.0078,0.0094,0.0211,0.0108,0.0080
0.0121,0.0124,0.0117,0.0078,0.0094,0.0211,0.0108,0.0080
0.0121,0.0124,0.0117,0.0078,0.0094,0.0211,0.0108,0.0080
0.0121,0.0124,0.0117,0.0078,0.0094,0.0211,0.0108,0.0080
0.0121,0.0124,0.0117,0.0078,0.0094,0.0210,0.0108,0.0080
0.0121,0.0124,0.0117,0.0078,0.0094,0.0210,0.0108,0.0080
0.0121,0.0124,0.0117,0.0078,0.0094,0.0210,0.0108,0.0080
0.0121,0.0123,0.0117,0.0078,0.0094,0.0210,0.0108,0.0080
0.0120,0.0123,0.0117,0.0078,0.0094,0.0210,0.0108,0.0080
0.0120,0.0123,0.0117,0.0078,0.0094,0.0210,0.0107,0.0080
0.0120,0.0123,0.0117,0.0078,0.0094,0.0210,0.0107,0.0080
0.0120,0.0123,0.0117,0.0078,0.0094,0.0210,0.0107,0.0080
0.0120,0.0123,0.0116,0.0078,0.0094,0.0210,0.0107,0.0080
0.0120,0.0123,0.0116,0.0078,0.0094,0.0210,0.0107,0.0080
0.0120,0.0123,0.0116,0.0078,0.0094,0.0210,0.0107,0.0080
0.0120,0.0123,0.0116,0.0078,0.0094,0.0210,0.0107,0.0080
0.0120,0.0123,0.0116,0.0078,0.0094,0.0210,0.0107,0.0080
0.0120,0.0123,0.0116,0.0077,0.0094,0.0210,0.0107,0.0080
0.0120,0.0123,0.0116,0.0077,0.0094,0.0210,0.0107,0.0080
0.0120,0.0123,0.0116,0.0077,0.0094,0.0209,0.0107,0.0080
0.0120,0.0123,0.0116,0.0077,0.0094,0.0209,0.0107,0.0080
0.0120,0.0123,0.0116,0.0077,0.0094,0.0209,0.0107,0.0080
0.0120,0.0123,0.0116,0.0077,0.0094,0.0209,0.0107,0.0080
0.0120,0.0123,0.0116,0.0077,0.0094,0.0209,0.0107,0.0080
0.0120,0.0123,0.0116,0.0077,0.0094,0.0209,0.0107,0.0080
0.0120,0.0123,0.0116,0.0077,0.0093,0.0209,0.0107,0.0079
0.0120,0.0123,0.0116,0.0077,0.0093,0.0209,0.0107,0.0079
0.0120,0.0123,0.0116,0.0077,0.0093,0.0209,0.0107,0.0079
0.0120,0.0123,0.0116,0.0077,0.0093,0.0209,0.0107,0.0079
0.0120,0.0123,0.0116,0.0077,0.0093,0.0209,0.0107,0.0079
0.0120,0.0123,0.0116,0.0077,0.0093,0.0209,0.0107,0.0079
0.0120,0.0122,0.0116,0.0077,0.0093,0.0209,0.0107,0.0079
0.0120,0.0122,0.0116,0.0077,0.0093,0.0209,0.0106,0.0079
0.0120,0.0122,0.0116,0.0077,0.0093,0.0209,0.0106,0.0079
0.0119,0.0122,0.0116,0.0077,0.0093,0.0208,0.0106,0.0079
0.0119,0.0122,0.0116,0.0077,0.0093,0.0208,0.0106,0.0079
0.0119,0.0122,0.0116,0.0077,0.0093,0.0208,0.0106,0.0079
0.0119,0.0122,0.0116,0.0077,0.0093,0.0208,0.0106,0.0079
0.0119,0.0122,0.0116,0.0077,0.0093,0.0208,0.0106,0.0079
0.0119,0.0122,0.0115,0.0077,0.0093,0.0208,0.0106,0.0079
0.0119,0.0122,0.0115,0.0077,0.0093,0.0208,0.0106,0.0079
0.0119,0.0122,0.0115,0.0077,0.0093,0.0208,0.0106,0.0079
0.0119,0.0122,0.0115,0.0077,0.0093,0.0208,0.0106,0.0079
0.0119,0.0122,0.0115,0.0077,0.0093,0.0208,0.0106,0.0079
0.0119,0.0122,0.0115,0.0077,0.0093,0.0208,0.0106,0.0079
0.0119,0.0122,0.0115,0.0077,0.0093,0.0208,0.0106,0.0079
0.0119,0.0122,0.0115,0.0077,0.0093,0.0208,0.0106,0.0079
0.0119,0.0122,0.0115,0.0077,0.0093,0.0208,0.0106,0.0079
0.0119,0.0122,0.0115,0.0077,0.0093,0.0208,0.0106,0.0079
0.0119,0.0122,0.0115,0.0077,0.0093,0.0208,0.0106,0.0079
0.0119,0.0122,0.0115,0.0077,0.0093,0.0207,0.0106,0.0079
0.0119,0.0122,0.0115,0.0077,0.0093,0.0207,0.0106,0.0079
0.0119,0.0122,0.0115,0.0077,0.0093,0.0207,0.0106,0.0079
0.0119,0.0122,0.0115,0.0077,0.0093,0.0207,0.0106,0.0079
0.0119,0.0122,0.0115,0.0077,0.0093,0.0207,0.0106,0.0079
0.0119,0.0122,0.0115,0.0077,0.0093,0.0207,0.0105,0.0079
0.0119,0.0121,0.0115,0.0077,0.0093,0.0207,0.0105,0.0079
0.0119,0.0121,0.0115,0.0077,0.0092,0.0207,0.0105,0.0079
0.0119,0.0121,0.0115,0.0076,0.0092,0.0207,0.0105,0.0079
0.0119,0.0121,0.0115,0.0076,0.0092,0.0207,0.0105,0.0079
0.0118,0.0121,0.0115,0.0076,0.0092,0.0207,0.0105,0.0079
0.0118,0.0121,0.0115,0.0076,0.0092,0.0207,0.0105,0.0079
0.0118,0.0121,0.0115,0.0076,0.0092,0.0207,0.0105,0.0079
0.0118,0.0121,0.0115,0.0076,0.0092,0.0207,0.0105,0.0079
0.0118,0.0121,0.0115,0.0076,0.0092,0.0207,0.0105,0.0079
0.0118,0.0121,0.0115,0.0076,0.0092,0.0206,0.0105,0.0078
0.0118,0.0121,0.0115,0.0076,0.0092,0.0206,0.0105,0.0078
0.0118,0.0121,0.0114,0.0076,0.0092,0.0206,0.0105,0.0078
0.0118,0.0121,0.0114,0.0076,0.0092,0.0206,0.0105,0.0078
0.0118,0.0121,0.0114,0.0076,0.0092,0.0206,0.0105,0.0078
0.0118,0.0121,0.0114,0.0076,0.0092,0.0206,0.0105,0.0078
0.0118,0.0121,0.0114,0.0076,0.0092,0.0206,0.0105,0.0078
0.0118,0.0121,0.0114,0.0076,0.0092,0.0206,0.0105,0.0078
0.0118,0.0121,0.0114,0.0076,0.0092,0.0206,0.0105,0.0078
0.0118,0.0121,0.0114,0.0076,0.0092,0.0206,0.0105,0.0078
0.0118,0.0121,0.0114,0.0076,0.0092,0.0206,0.0105,0.0078
0.0118,0.0121,0.0114,0.0076,0.0092,0.0206,0.0105,0.0078
0.0118,0.0121,0.0114,0.0076,0.0092,0.0206,0.0105,0.0078
0.0118,0.0121,0.0114,0.0076,0.0092,0.0206,0.0105,0.0078
0.0118,0.0121,0.0114,0.0076,0.0092,0.0206,0.0104,0.0078
0.0118,0.0121,0.0114,0.0076,0.0092,0.0206,0.0104,0.0078
0.0118,0.0120,0.0114,0.0076,0.0092,0.0205,0.0104,0.0078
0.0118,0.0120,0.0114,0.0076,0.0092,0.0205,0.0104,0.0078
0.0118,0.0120,0.0114,0.0076,0.0092,0.0205,0.0104,0.0078
0.0118,0.0120,0.0114,0.0076,0.0092,0.0205,0.0104,0.0078
0.0118,0.0120,0.0114,0.0076,0.0092,0.0205,0.0104,0.0078
0.0117,0.0120,0.0114,0.0076,0.0092,0.0205,0.0104,0.0078
0.0117,0.0120,0.0114,0.0076,0.0092,0.0205,0.0104,0.0078
0.0117,0.0120,0.0114,0.0076,0.0092,0.0205,0.0104,0.0078
0.0117,0.0120,0.0114,0.0076,0.0092,0.0205,0.0104,0.0078
0.0117,0.0120,0.0114,0.0076,0.0091,0.0205,0.0104,0.0078
0.0117,0.0120,0.0114,0.0076,0.0091,0.0205,0.0104,0.0078
0.0117,0.0120,0.0114,0.0076,0.0091,0.0205,0.0104,0.0078
0.0117,0.0120,0.0114,0.0076,0.0091,0.0205,0.0104,0.0078
0.0117,0.0120,0.0114,0.0076,0.0091,0.0205,0.0104,0.0078
0.0117,0.0120,0.0113,0.0076,0.0091,0.0205,0.0104,0.0078
0.0117,0.0120,0.0113,0.0076,0.0091,0.0205,0.0104,0.0078
0.0117,0.0120,0.0113,0.0076,0.0091,0.0204,0.0104,0.0078
0.0117,0.0120,0.0113,0.0076,0.0091,0.0204,0.0104,0.0078
0.0117,0.0120,0.0113,0.0076,0.0091,0.0204,0.0104,0.0078
0.0117,0.0120,0.0113,0.0075,0.0091,0.0204,0.0104,0.0078
0.0117,0.0120,0.0113,0.0075,0.0091,0.0204,0.0104,0.0078
0.0117,0.0120,0.0113,0.0075,0.0091,0.0204,0.0104,0.0078
0.0117,0.0120,0.0113,0.0075,0.0091,0.0204,0.0104,0.0078
0.0117,0.0120,0.0113,0.0075,0.0091,0.0204,0.0103,0.0078
0.0117,0.0120,0.0113,0.0075,0.0091,0.0204,0.0103,0.0078
0.0117,0.0120,0.0113,0.0075,0.0091,0.0204,0.0103,0.0078
0.0117,0.0119,0.0113,0.0075,0.0091,0.0204,0.0103,0.0077
0.0117,0.0119,0.0113,0.0075,0.0091,0.0204,0.0103,0.0077
0.0117,0.0119,0.0113,0.0075,0.0091,0.0204,0.0103,0.0077
0.0117,0.0119,0.0113,0.0075,0.0091,0.0204,0.0103,0.0077
0.0117,0.0119,0.0113,0.0075,0.0091,0.0204,0.0103,0.0077
0.0117,0.0119,0.0113,0.0075,0.0091,0.0204,0.0103,0.0077
0.0116,0.0119,0.0113,0.0075,0.0091,0.0203,0.0103,0.0077
0.0116,0.0119,0.0113,0.0075,0.0091,0.0203,0.0103,0.0077
0.0116,0.0119,0.0113,0.0075,0.0091,0.0203,0.0103,0.0077
0.0116,0.0119,0.0113,0.0075,0.0091,0.0203,0.0103,0.0077
0.0116,0.0119,0.0113,0.0075,0.0091,0.0203,0.0103,0.0077
0.0116,0.0119,0.0113,0.0075,0.0091,0.0203,0.0103,0.0077
0.0116,0.0119,0.0113,0.0075,0.0091,0.0203,0.0103,0.0077
0.0116,0.0119,0.0113,0.0075,0.0091,0.0203,0.0103,0.0077
0.0116,0.0119,0.0113,0.0075,0.0091,0.0203,0.0103,0.0077
0.0116,0.0119,0.0113,0.0075,0.0091,0.0203,0.0103,0.0077
0.0116,0.0119,0.0113,0.0075,0.0090,0.0203,0.0103,0.0077
0.0116,0.0119,0.0112,0.0075,0.0090,0.0203,0.0103,0.0077
0.0116,0.0119,0.0112,0.0075,0.0090,0.0203,0.0103,0.0077
0.0116,0.0119,0.0112,0.0075,0.0090,0.0203,0.0103,0.0077
0.0116,0.0119,0.0112,0.0075,0.0090,0.0203,0.0103,0.0077
0.0116,0.0119,0.0112,0.0075,0.0090,0.0203,0.0102,0.0077
0.0116,0.0119,0.0112,0.0075,0.0090,0.0202,0.0102,0.0077
0.0116,0.0119,0.0112,0.0075,0.0090,0.0202,0.0102,0.0077
0.0116,0.0119,0.0112,0.0075,0.0090,0.0202,0.0102,0.0077
0.0116,0.0119,0.0112,0.0075,0.0090,0.0202,0.0102,0.0077
0.0116,0.0118,0.0112,0.0075,0.0090,0.0202,0.0102,0.0077
0.0116,0.0118,0.0112,0.0075,0.0090,0.0202,0.0102,0.0077
