HiddenUnit1Encoding,HiddenUnit2Encoding,HiddenUnit3Encoding
0.5097501998836602,0.47640265280471505,0.5178407643781828
0.5103879040937297,0.4762889510224609,0.5171084254684332
0.5123480589667672,0.4775136557312763,0.5177495459853773
0.515169933402953,0.4796274800019728,0.5193128256158835
0.5184984515897743,0.4822829074079848,0.521447087724254
0.5220777717947189,0.4852277897758408,0.5238967835937078
0.5257330220095634,0.4882878931103045,0.5264850284246072
0.5293502999181311,0.4913478835732433,0.5290945165665906
0.5328592541848881,0.4943347656907298,0.5316507518119524
0.536219471762352,0.49720490253606514,0.5341088826133494
0.5394104919466692,0.4999344486396232,0.5364440102945892
0.542424775183219,0.5025125707966106,0.5386443382204952
0.545262891528738,0.5049367722618259,0.5407064602979114
0.5479302977448496,0.5072097306428854,0.5426321841730393
0.5504352166560904,0.5093371928859939,0.5444264223124646
0.552787265516275,0.5113265939392052,0.5460958114484104
0.5549965858631596,0.5131861640862994,0.5476478220928765
0.5570733053325619,0.5149243629452747,0.5490901945401034
0.5590272170301488,0.516549530029061,0.5504305906363042
0.5608676000262071,0.5180696777318098,0.5516763870506575
0.5626031302670818,0.519492377132375,0.5528345605327123
0.5642418484552931,0.5208247035712307,0.5539116322866403
0.5657911629532917,0.5220732200774374,0.5549136497235229
0.5672578734013741,0.5232439841615768,0.555846191271723
0.5686482057942988,0.5243425684568934,0.5567143848609832
0.5699678530983251,0.5253740890015056,0.5575229339752932
0.5712220176880267,0.5263432371583384,0.5582761473458733
0.5724154533241648,0.5272543126335816,0.5589779697972698
0.5735525053349338,0.5281112560242587,0.5596320127117916
0.574637148272097,0.5289176799647444,0.5602415832035048
0.5756730207031394,0.5296768983602805,0.5608097115015086
0.57666345704517,0.5303919534660654,0.5613391763057776
0.5776115164954758,0.531065640742432,0.5618325280459668
0.5785200092003728,0.531700531523013,0.5622921100767172
0.5793915198502558,0.5322989935957686,0.5627200779038809
0.5802284289091133,0.5328632098312333,0.5631184165693426
0.5810329316909066,0.5333951950083365,0.5634889563374459
0.5818070554895132,0.5338968109923717,0.5638333868300462
0.5825526749575817,0.5343697804166352,0.5641532697541974
0.583271525915366,0.5348156990118936,0.5644500503593649
0.5839652177551314,0.5352360467181434,0.5647250677517178
0.5846352445911469,0.5356321977023701,0.5649795641827183
0.5852829952902473,0.5360054293950165,0.5652146934186862
0.5859097625038334,0.5363569306471265,0.5654315282877326
0.5865167508091609,0.5366878090999443,0.5656310674907309
0.5871050840559272,0.5369990978492784,0.5658142417539608
0.5876758120034751,0.5372917614782496,0.5659819193927769
0.5882299163243583,0.5375667015241511,0.5661349113481625
0.5887683160414794,0.5378247614380326,0.5662739757512608
0.5892918724584165,0.5380667310892402,0.5663998220649256
0.5898013936358403,0.5382933508614318,0.5665131148459298
0.590297638460961,0.5385053153815161,0.5666144771666628
0.5907813203516957,0.5387032769184322,0.5667044937308714
0.5912531106325953,0.5388878484846805,0.5667837137142165
0.5917136416154687,0.5390596066699489,0.5668526533570554
0.5921635094140247,0.5392190942330235,0.5669117983338847
0.5926032765186474,0.539366822475369,0.5669616059212488
0.5930334741546001,0.5395032734172821,0.5670025069835751
0.5934546044444514,0.5396289017953171,0.5670349077943431
0.5938671423933085,0.539744136897733,0.5670591917081454
0.5942715377134864,0.5398493842529681,0.5670757206975886
0.5946682165035052,0.5399450271846137,0.5670848367675242
0.5950575827947757,0.5400314282449833,0.5670868632578303
0.5954400199779618,0.5401089305381594,0.5670821060448172
0.5958158921198003,0.5401778589423052,0.5670708546503186
0.5961855451800757,0.5402385212400683,0.5670533832666289
0.5965493081374886,0.5402912091650391,0.5670299517046399
0.5969074940323013,0.5403361993714466,0.5670008062718109
0.5972604009328707,0.540373754333597,0.5669661805859689
0.5976083128325099,0.5404041231809323,0.5669262963303577
0.5979515004824917,0.5404275424740413,0.5668813639548408
0.5982902221664751,0.5404442369264516,0.5668315833277083
0.5986247244211338,0.5404544200765946,0.5667771443421176
0.5989552427073316,0.5404582949139279,0.5667182274808327
0.5992820020357924,0.5404560544628443,0.566655004342592
0.5996052175508554,0.5404478823276698,0.5665876381331328
0.5999250950755864,0.5404339532017642,0.5665162841236346
0.600241831621228,0.5404144333434684,0.5664410900790954
0.6005556158637108,0.5403894810214122,0.5663621966589388
0.6008666285897087,0.5403592469314734,0.5662797377919506
0.6011750431145169,0.5403238745874918,0.5661938410274606
0.6014810256738266,0.5402835006876554,0.5661046278645284
0.6017847357913085,0.5402382554583286,0.5660122140607406
0.6020863266237492,0.5401882629769342,0.5659167099220934
0.6023859452853451,0.5401336414753787,0.5658182205753159
0.6026837331526295,0.5400745036253842,0.5657168462238761
0.6029798261513847,0.5400109568069859,0.5656126823888127
0.6032743550267871,0.5399431033613481,0.5655058201354467
0.6035674455979343,0.5398710408289701,0.5653963462869374
0.6038592189978119,0.5397948621742596,0.5652843436255789
0.6041497918996749,0.5397146559973865,0.5651698910826592
0.6044392767307477,0.5396305067342506,0.5650530639176425
0.604727781874074,0.5395424948453427,0.5649339338873761
0.6050154118592871,0.5394506969942137,0.5648125694059722
0.6053022675430132,0.5393551862162163,0.5646890356959657
0.6055884462795699,0.5392560320781348,0.5645633949313029
0.6058740420825677,0.5391533008292737,0.564435706372679
0.6061591457779867,0.5390470555445347,0.5643060264957002
0.6064438451492513,0.5389373562599732,0.5641744091123158
0.6067282250747965,0.5388242601012927,0.5640409054859321
0.6070123676585749,0.5387078214056995,0.5639055644405915
0.6072963523539346,0.5385880918375172,0.5637684324645712
0.6075802560812554,0.5384651204979247,0.5636295538087359
0.6078641533397141,0.5383389540291652,0.563488970579952
0.6081481163135197,0.5382096367135423,0.5633467228298488
0.6084322149729375,0.5380772105675057,0.5632028486392006
0.6087165171703989,0.5379417154311023,0.5630573841981736
0.6090010887319772,0.5378031890530542,0.5629103638826768
0.6092859935444863,0.5376616671717086,0.5627618203270313
0.6095712936384473,0.5375171835920844,0.5626117844931655
0.6098570492671496,0.5373697702592317,0.5624602857365253
0.6101433189820198,0.537219457328103,0.5623073518688789
0.6104301597044963,0.5370662732301212,0.5621530092181837
0.6107176267945982,0.5369102447366243,0.5619972826856716
0.6110057741163634,0.5367513970193468,0.5618401958003018
0.6112946541003192,0.5365897537080955,0.5616817707707167
0.611584317803141,0.5364253369457642,0.5615220285348336
0.6118748149646442,0.5362581674408227,0.561360988807191
0.6121661940622453,0.5360882645174103,0.5611986701241665
0.6124585023630192,0.5359156461631528,0.5610350898871724
0.6127517859734777,0.5357403290748174,0.5608702644039323
0.6130460898871766,0.5355623287019139,0.5607042089279305
0.6133414580302641,0.53538165928834,0.5605369376961297
0.6136379333050681,0.5351983339121688,0.5603684639650356
0.613935557631819,0.5350123645236672,0.5601988000451926
0.6142343719885968,0.5348237619816291,0.5600279573341851
0.6145344164495882,0.5346325360881048,0.5598559463482137
0.6148357302217341,0.5344386956216013,0.5596827767523159
0.6151383516798402,0.5342422483688245,0.5595084573892934
0.6154423184002271,0.5340432011550332,0.5593329963074066
0.615747667192982,0.5338415598730646,0.5591564007868928
0.6160544341328814,0.5336373295110962,0.5589786773653614
0.6163626545890405,0.5334305141791992,0.5587998318621192
0.6166723632533496,0.533221117134737,0.5586198694014698
0.6169835941677516,0.5330091408066621,0.5584387944350374
0.6172963807504105,0.5327945868187588,0.5582566107631549
0.617610755820821,0.532577456011879,0.5580733215553593
0.6179267516239062,0.5323577484652134,0.5578889293700318
0.6182443998531444,0.5321354635166423,0.5577034361732213
0.6185637316727709,0.531910599782203,0.5575168433566849
0.6188847777390907,0.5316831551747132,0.5573291517551802
0.6192075682209414,0.5314531269215859,0.5571403616630385
0.6195321328193427,0.5312205115818689,0.5569504728500533
0.6198585007863654,0.5309853050625427,0.5567594845767087
0.6201867009432515,0.530747502634106,0.5565673956087763
0.6205167616978193,0.5305070989454805,0.5563742042313096
0.6208487110611791,0.5302640880382601,0.5561799082620535
0.6211825766637895,0.5300184633603333,0.5559845050643019
0.6215183857708803,0.5297702177789039,0.5557879915592162
0.6218561652972681,0.5295193435929327,0.5555903642376352
0.6221959418215868,0.5292658325450256,0.555391619171389
0.6225377415999577,0.5290096758327889,0.5551917520241415
0.622881590579121,0.5287508641196722,0.5549907580617784
0.6232275144090484,0.5284893875453208,0.5547886321623582
0.6235755384550579,0.528225235735456,0.5545853688256431
0.6239256878094487,0.5279583978113004,0.5543809621822273
0.6242779873026761,0.5276888623985685,0.5541754060022763
0.624632461514082,0.5274166176360371,0.5539686937038937
0.624989134782198,0.5271416511837126,0.5537608183611286
0.6253480312146368,0.5268639502306105,0.5535517727116368
0.6257091746975885,0.5265835015021625,0.5533415491640108
0.6260725889049338,0.5263002912672635,0.5531301398047881
0.6264382973069886,0.5260143053449744,0.5529175364051522
0.6268063231788952,0.5257255291108925,0.5527037304273359
0.6271766896086691,0.5254339475032018,0.5524887130307392
0.6275494195049166,0.5251395450284161,0.5522724750777707
0.6279245356042328,0.524842305766825,0.5520550071394238
0.6283020604782915,0.5245422133776564,0.5518362995005966
